Variety;PLZ;Sowingday;Harvestday;Harvestyear;No;Yielddtha;PMG_g;PHL_kg;Heading
ARINA;1376;285;206;2011;111.1001;78.1189938;47;82.42798006;140.6666667
ARINA;1376;285;206;2011;111.1001;39.72836197;44.6;83.1375;140.75
ARINA;1376;285;206;2011;111.1001;47.46825198;44.6;83.38;140
ARINA;1376;285;206;2011;111.1001;38.17763872;44.6;82.895;141.5
BATUTA;1376;285;206;2011;191.11024;93.25645754;51.93333333;79.38929345;143.3333333
BOCKRIS (2);1376;285;206;2011;191.10917;100.8259767;55.56666667;79.75605508;141.3333333
CAMBRENA;1376;285;206;2011;194.10119;94.31542359;45.53333333;79.65196296;141
CH CAMEDO;1376;285;206;2011;111.13206;85.84631355;48.7;80.51867711;140
CH CLARO;1376;285;206;2011;111.12754;94.00786142;50.26666667;81.06802279;138
CH COMBIN;1376;285;206;2011;111.12787;91.7915194;58.3;79.13737797;139.6666667
CH COMBIN;1376;285;206;2011;111.12787;44.34270095;51.6;79.015;140
CH COMBIN;1376;285;206;2011;111.12787;38.88552357;51.6;79.07;140.5
CH COMBIN;1376;285;206;2011;111.12787;43.17446809;51.6;78.96;139.5
CH NARA;1376;285;206;2011;111.13197;73.79924999;42.23333333;81.32536277;139.6666667
FIORINA;1376;285;206;2011;211.11489;95.09995561;48.43333333;81.18258405;136.6666667
FOREL;1376;285;206;2011;111.12943;88.70199718;47.46666667;82.94532479;139.6666667
FOREL;1376;285;206;2011;111.12943;44.09722697;42;83.5675;139.5
FOREL;1376;285;206;2011;111.12943;49.67809762;42;83.705;139.5
FOREL;1376;285;206;2011;111.12943;43.88986233;42;83.43;139.5
FORNO;1376;285;206;2011;111.10046;45.28040662;55.9;79.03;140.5
FORNO;1376;285;206;2011;111.10046;46.04530663;55.9;78.85;139.5
FORNO;1376;285;206;2011;111.10046;46.75244055;55.9;79.21;141.5
GALAXIE;1376;285;206;2011;191.10151;86.37080137;49.1;79.03866287;137.3333333
IMPRESSION;1376;285;206;2011;191.10813;100.1154024;51.53333333;80.09995252;141.6666667
JAZZI;1376;285;206;2011;111.1394;94.43459473;50;78.57601709;140
LEVIS;1376;285;206;2011;111.11834;77.51191025;49.2;79.3574112;138.6666667
LORENZO;1376;285;206;2011;111.13805;80.30966606;47.4;78.79193448;139
LUDWIG;1376;285;206;2011;192.10178;85.90156987;54.7;79.80137987;140.3333333
MANHATTAN;1376;285;206;2011;191.10708;111.8799194;49.03333333;78.97335233;140.6666667
MOLINERA;1376;285;206;2011;111.13431;89.06175035;50.73333333;81.11594112;139.3333333
MULAN;1376;285;206;2011;191.10784;103.0697982;50.6;77.97337607;141.3333333
ORZIVAL;1376;285;206;2011;194.10134;90.31655329;49.6;80.54534853;140
PAPAGENO;1376;285;206;2011;191.11001;100.4237378;46.03333333;80.53333333;140.6666667
RAINER;1376;285;206;2011;191.10863;104.1960857;51.4;79.78929345;139.6666667
RUNAL;1376;285;206;2011;111.1142;83.64654012;51.46666667;81.13066857;140
RUSTIC;1376;285;206;2011;191.10888;101.9935465;44.66666667;79.38389269;138
SERTORI;1376;285;206;2011;221.10002;82.96764311;47.26666667;80.26661919;137.3333333
SIALA;1376;285;206;2011;111.12753;83.928992;49.76666667;81.20804178;138
SIALA+CH CLARO M (IS;1376;285;206;2011;151.10134;80.66530191;49.6;80.57737322;136.6666667
SIMANO;1376;285;206;2011;111.13726;88.46942237;48.76666667;79.4439924;137
SURETTA;1376;285;206;2011;111.13248;86.5259256;43.53333333;79.22524407;138
TANELIN;1376;285;206;2011;194.10518;97.32048915;46.96666667;78.51603609;139
TAPIDOR;1376;285;206;2011;191.10655;98.61042201;45.46666667;76.56264577;138.3333333
TITLIS;1376;285;206;2011;111.11706;88.47364046;49.13333333;80.89735897;141.6666667
WENZEL;1376;285;206;2011;191.10997;88.44855645;53;80.00264103;138
WINNETOU;1376;285;206;2011;191.10662;101.8750246;47.83333333;76.8347132;142.3333333
ZINAL;1376;285;206;2011;194.10077;85.59951765;50.76666667;82.80540076;138
NA;1376;285;206;2011;211.13058;106.5013062;48.8;79.18006173;136
NA;1376;285;206;2011;111.14783;39.73924357;45.2;82.0025;139.5
NA;1376;285;206;2011;111.14784;42.49030593;43.6;83.4275;140.25
NA;1376;285;206;2011;111.14785;41.54309184;41.5;82.655;140.25
NA;1376;285;206;2011;111.15001;40.17067065;44.2;83.245;140.5
NA;1376;285;206;2011;111.15003;42.2462275;43.3;82.9675;141.5
NA;1376;285;206;2011;111.15004;42.53420917;46.6;82.8625;140.5
NA;1376;285;206;2011;111.14879;50.90147083;45.1;81.44;138
NA;1376;285;206;2011;111.1498;34.79943987;43.2;81.6175;136.25
NA;1376;285;206;2011;111.14878;56.23646477;51.2;79.0925;140.75
NA;1376;285;206;2011;111.14876;53.24705547;46.7;79.4125;143.5
NA;1376;285;206;2011;111.14877;53.86722389;49.1;80.9875;143.25
NA;1376;285;206;2011;111.14899;39.67870587;37.3;79.0875;139.5
NA;1376;285;206;2011;111.14902;43.20212515;42.9;81.65;141.75
NA;1376;285;206;2011;111.14903;40.02737458;41;81.8675;140.25
NA;1376;285;206;2011;111.15009;44.76320527;45.5;82.73;140.75
NA;1376;285;206;2011;111.15008;44.35037981;44.3;83.15;141.5
NA;1376;285;206;2011;111.14783;36.47492699;45.2;81.975;139.5
NA;1376;285;206;2011;111.14784;41.04263663;43.6;83.595;140.5
NA;1376;285;206;2011;111.14785;39.90146016;41.5;82.545;140
NA;1376;285;206;2011;111.15001;39.25840634;44.2;83.1;140
NA;1376;285;206;2011;111.15003;39.7416771;43.3;83.015;141
NA;1376;285;206;2011;111.15004;44.52966208;46.6;83.135;140.5
NA;1376;285;206;2011;111.14879;48.72974552;45.1;81.52;137.5
NA;1376;285;206;2011;111.1498;40.77413433;43.2;81.45;136
NA;1376;285;206;2011;111.14878;59.17263246;51.2;79.16;141
NA;1376;285;206;2011;111.14876;54.12332082;46.7;79.665;144
NA;1376;285;206;2011;111.14877;57.70813517;49.1;81.02;143
NA;1376;285;206;2011;111.14899;39.76871089;37.3;78.965;140
NA;1376;285;206;2011;111.14902;43.95644556;42.9;81.655;141.5
NA;1376;285;206;2011;111.14903;46.62836879;41;82.05;140
NA;1376;285;206;2011;111.15009;48.74793492;45.5;82.93;140.5
NA;1376;285;206;2011;111.15008;45.7585315;44.3;83.22;141.5
NA;1376;285;206;2011;111.14783;36.09228202;45.2;82.03;139.5
NA;1376;285;206;2011;111.14784;42.67901544;43.6;83.26;140
NA;1376;285;206;2011;111.14785;40.13299958;41.5;82.765;140.5
NA;1376;285;206;2011;111.15001;42.43854819;44.2;83.39;141
NA;1376;285;206;2011;111.15003;38.17964122;43.3;82.92;142
NA;1376;285;206;2011;111.15004;42.01451815;46.6;82.59;140.5
NA;1376;285;206;2011;111.14879;49.64205257;45.1;81.36;138.5
NA;1376;285;206;2011;111.1498;34.14609929;43.2;81.785;136.5
NA;1376;285;206;2011;111.14878;56.48785982;51.2;79.025;140.5
NA;1376;285;206;2011;111.14876;48.45139758;46.7;79.16;143
NA;1376;285;206;2011;111.14877;51.13900709;49.1;80.955;143.5
NA;1376;285;206;2011;111.14899;39.54860242;37.3;79.21;139
NA;1376;285;206;2011;111.14902;44.88185232;42.9;81.645;142
NA;1376;285;206;2011;111.14903;36.20091781;41;81.685;140.5
NA;1376;285;206;2011;111.15009;43.10012516;45.5;82.53;141
NA;1376;285;206;2011;111.15008;40.96854401;44.3;83.08;141.5
ARINA;1376;295;207;2012;111.1001;58.0177444;40.1;81.16666667;148.3333333
ARINA;1376;295;207;2012;111.1001;75.10707475;43.7;84.7125;152
ARINA;1376;295;207;2012;111.1001;70.30211701;39.3;83.5975;152
ArinaXForno 206;1376;295;207;2012;111.14783;59.9302454;45.8;84.035;151.75
ArinaXForno 206;1376;295;207;2012;111.14783;64.36135468;47;83.8075;152
ArinaXForno 394;1376;295;207;2012;111.15003;65.93070648;44.9;84.6125;152.5
ArinaXForno 394;1376;295;207;2012;111.15003;67.37352314;43.1;83.645;153
ArinaXForno 404;1376;295;207;2012;111.15004;68.49072903;43.8;85.56;151.75
ArinaXForno 404;1376;295;207;2012;111.15004;69.34649442;44.1;84.775;152
ArinaXForno 66;1376;295;207;2012;111.15001;64.68252208;45.3;85.33;152
ArinaXForno 66;1376;295;207;2012;111.15001;66.29033555;44.8;84.81;152
ArinaXForno 744;1376;295;207;2012;111.15008;69.29742456;44.3;85.39;152
ArinaXForno 744;1376;295;207;2012;111.15008;69.84364155;43.1;84.4375;152.25
ArinaXForno 793;1376;295;207;2012;111.14784;68.47739176;43.8;84.585;152
ArinaXForno 793;1376;295;207;2012;111.14784;69.58919724;43.3;84.0325;152
ArinaXForno 849;1376;295;207;2012;111.14785;69.42641826;42.7;84.9375;152
ArinaXForno 849;1376;295;207;2012;111.14785;69.09581338;43.2;84.4375;151.75
ArinaXForno 859;1376;295;207;2012;111.15009;67.78133281;46.2;84.845;152.25
ArinaXForno 859;1376;295;207;2012;111.15009;68.39716022;45.4;84.545;152
BATUTA;1376;295;207;2012;191.11024;65.33455709;39.6;80.13333333;148.3333333
BOCKRIS (2);1376;295;207;2012;191.10917;68.12026144;41.5;77.96666667;149.3333333
CAMBRENA;1376;295;207;2012;194.10119;64.15330274;36.2;77.56666667;148.3333333
CH CAMEDO;1376;295;207;2012;111.13206;68.1299402;36;75.2;148.3333333
CH CLARO;1376;295;207;2012;111.12754;67.40670282;37;76.6;147
CH COMBIN;1376;295;207;2012;111.12787;66.9425671;43.4;77.56666667;146
CH NARA;1376;295;207;2012;111.13197;68.48794326;38.6;81.83333333;147.3333333
CHAUMONT;1376;295;207;2012;211.13058;61.6308163;38.3;78.9;143
FIORINA;1376;295;207;2012;211.11489;69.91417049;43.3;81.26666667;145.6666667
FOREL;1376;295;207;2012;111.12943;67.49870672;34.5;81.2;147.6666667
FORNO;1376;295;207;2012;111.10046;71.42671807;48.7;82.2225;152
FORNO;1376;295;207;2012;111.10046;72.21759269;45.7;81.5725;152
GALAXIE;1376;295;207;2012;191.10151;70.53973022;36.4;76.73333333;146
JAZZI;1376;295;207;2012;111.1394;74.09995828;40.8;79;148
LEVIS;1376;295;207;2012;111.11834;63.30301766;38.2;78.63333333;148.3333333
LORENZO;1376;295;207;2012;111.13805;60.79076624;38.8;75.63333333;147.6666667
LUDWIG;1376;295;207;2012;192.10178;68.44455569;43.2;79.7;147.3333333
MAGNO;1376;295;207;2012;111.13563;64.47270199;41.2;76.23333333;146.6666667
MANHATTAN;1376;295;207;2012;191.10708;64.87542762;39.7;76.3;150
MOLINERA;1376;295;207;2012;111.13431;67.99477124;35.7;77.36666667;146.6666667
MULAN;1376;295;207;2012;191.10784;68.0330413;40.9;78.06666667;148.3333333
ORZIVAL;1376;295;207;2012;194.10134;67.37043527;42.7;79.76666667;148.3333333
PAPAGENO;1376;295;207;2012;191.11001;69.08769295;37;79.3;149
RAINER;1376;295;207;2012;191.10863;67.93970241;39.7;77.13333333;147.3333333
RIGI;1376;295;207;2012;111.12614;70.90340704;37.2;81.1;149
RUNAL;1376;295;207;2012;111.1142;67.17129746;38.9;78.8;148
SIALA;1376;295;207;2012;111.12753;68.96198025;37.4;77.93333333;145.6666667
SIALA+CH CLARO M (IS;1376;295;207;2012;151.10134;68.71122236;37.1;77.7;146.3333333
SIMANO;1376;295;207;2012;111.13726;69.96701432;43.5;79.96666667;145.6666667
SURETTA;1376;295;207;2012;111.13248;55.6166319;43.6;77.13333333;146.3333333
TANELIN;1376;295;207;2012;194.10518;63.1662912;40.6;77.7;147
TITLIS;1376;295;207;2012;111.11706;65.34824086;43.9;81.3;150
WINNETOU;1376;295;207;2012;191.10662;71.15027117;38.1;75.93333333;150
ZINAL;1376;295;207;2012;194.10077;63.93046864;41.3;81.23333333;147
NA;1376;295;207;2012;111.14146;68.3869281;38.9;74.3;149.6666667
NA;1376;295;207;2012;111.14547;57.66441385;35.2;78.26666667;147.6666667
NA;1376;295;207;2012;111.14158;68.21081908;42.7;81.3;147.3333333
ARINA;1376;291;216;2013;111.1001;NA;NA;NA;166
ARNOLD (BLE);1376;291;216;2013;191.11177;NA;NA;NA;162.6666667
BATUTA;1376;291;216;2013;191.11024;NA;NA;NA;168
BOCKRIS (2);1376;291;216;2013;191.10917;NA;NA;NA;167
CAMBRENA;1376;291;216;2013;194.10119;NA;NA;NA;165
CAMEDO+CH COMBIN M;1376;291;216;2013;151.10176;NA;NA;NA;165
CH CAMEDO;1376;291;216;2013;111.13206;NA;NA;NA;165.6666667
CH CLARO;1376;291;216;2013;111.12754;NA;NA;NA;164.6666667
CH COMBIN;1376;291;216;2013;111.12787;NA;NA;NA;164.3333333
CH NARA;1376;291;216;2013;111.13197;NA;NA;NA;164
CHAUMONT;1376;291;216;2013;211.13058;NA;NA;NA;162.6666667
ENERGO;1376;291;216;2013;191.11218;NA;NA;NA;163.3333333
ESTIVUS;1376;291;216;2013;191.11033;NA;NA;NA;167
FIORINA;1376;291;216;2013;211.11489;NA;NA;NA;161.3333333
FOREL;1376;291;216;2013;111.12943;NA;NA;NA;165
HANSWIN;1376;291;216;2013;111.14158;NA;NA;NA;165.6666667
LEVIS;1376;291;216;2013;111.11834;NA;NA;NA;163.6666667
LORENZO;1376;291;216;2013;111.13805;NA;NA;NA;165.3333333
LUCIO;1376;291;216;2013;191.11209;NA;NA;NA;165.3333333
LUDWIG;1376;291;216;2013;192.10178;NA;NA;NA;166
MAGNO;1376;291;216;2013;111.13563;NA;NA;NA;163.3333333
MOIRY;1376;291;216;2013;111.14146;NA;NA;NA;167.6666667
MOLINERA;1376;291;216;2013;111.13431;NA;NA;NA;163.3333333
MULAN;1376;291;216;2013;191.10784;NA;NA;NA;165
PAPAGENO;1376;291;216;2013;191.11001;NA;NA;NA;167.3333333
RAINER;1376;291;216;2013;191.10863;NA;NA;NA;165.3333333
RUNAL;1376;291;216;2013;111.1142;NA;NA;NA;165.3333333
SAILOR;1376;291;216;2013;191.11175;NA;NA;NA;166.3333333
SIALA;1376;291;216;2013;111.12753;NA;NA;NA;164.3333333
SIMANO;1376;291;216;2013;111.13726;NA;NA;NA;162.3333333
SURETTA;1376;291;216;2013;111.13248;NA;NA;NA;163.6666667
TITLIS;1376;291;216;2013;111.11706;NA;NA;NA;166.6666667
VANILNOIR;1376;291;216;2013;111.14547;NA;NA;NA;167.3333333
ZINAL;1376;291;216;2013;194.10077;NA;NA;NA;164.3333333
NA;1376;291;216;2013;111.14316;NA;NA;NA;166.3333333
NA;1376;291;216;2013;111.14372;NA;NA;NA;165.3333333
ALTIGO;1376;281;205;2014;191.10956;NA;NA;NA;153
APACHE;1376;281;205;2014;191.10569;NA;NA;NA;152
ARINA;1376;281;205;2014;111.1001;45.35159664;44.55;78.4;152.6666667
ARINA;1376;281;205;2014;111.1001;NA;NA;NA;153
ARNOLD (BLE);1376;281;205;2014;191.11177;46.85546218;42.4;80.15;151.3333333
BARDAN;1376;281;205;2014;111.14469;63.46470588;45.2;74.95;152
BARDAN;1376;281;205;2014;111.14469;NA;NA;NA;152
BERNSTEIN;1376;281;205;2014;191.11297;63.22420168;51.8;75.95;154
CAMBRENA;1376;281;205;2014;194.10119;69.64739496;41.8;76.35;151
CARAL;1376;281;205;2014;231.10105;NA;NA;NA;NA
CAROTI;1376;281;205;2014;191.10886;NA;NA;NA;NA
CH CAMEDO;1376;281;205;2014;111.13206;66.65966387;43.35;76.45;152.3333333
CH CAMEDO;1376;281;205;2014;111.13206;NA;NA;NA;152
CH CLARO;1376;281;205;2014;111.12754;67.32168067;42.05;76.95;151.6666667
CH CLARO;1376;281;205;2014;111.12754;NA;NA;NA;152
CH COMBIN;1376;281;205;2014;111.12787;64.86789916;46.9;74.9;151.3333333
CH COMBIN;1376;281;205;2014;111.12787;NA;NA;NA;151
CH NARA;1376;281;205;2014;111.13197;53.98336134;41.85;79.3;151
CHAUMONT;1376;281;205;2014;211.13058;67.07294118;43.6;75.25;151
ENERGO;1376;281;205;2014;191.11218;64.87344538;46.1;77.95;152.3333333
ESTIVUS;1376;281;205;2014;191.11033;70.53579832;46.1;75.8;153.3333333
FIORINA;1376;281;205;2014;211.11489;60.78655462;43.5;78.3;151.6666667
FOREL;1376;281;205;2014;111.12943;66.66907563;39.85;79;151.3333333
FOREL;1376;281;205;2014;111.12943;NA;NA;NA;151
HANSWIN;1376;281;205;2014;111.14158;67.54857143;43.65;78.35;152.3333333
HANSWIN;1376;281;205;2014;111.14158;NA;NA;NA;152
INDIGO;1376;281;205;2014;291.10198;NA;NA;NA;NA
LEVIS;1376;281;205;2014;111.11834;61.8502521;45.65;77.6;152.6666667
LORENZO;1376;281;205;2014;111.13805;50.5907563;41.4;76.4;152.3333333
LUCIO;1376;281;205;2014;191.11209;55.31865546;47.4;77.9;151.6666667
LUDWIG;1376;281;205;2014;192.10178;71.61176471;48.35;77.15;151.3333333
LUTEUS;1376;281;205;2014;291.10188;NA;NA;NA;NA
MAGNO;1376;281;205;2014;111.13563;65.67731092;47.45;74.45;151
MOLINERA;1376;281;205;2014;111.13431;55.00084034;44.75;76.75;151.6666667
MONTALTO;1376;281;205;2014;111.14316;65.84403361;44;74.5;151
MONTALTO;1376;281;205;2014;111.14316;NA;NA;NA;151
MONTDOR;1376;281;205;2014;111.14432;65.61210084;48.6;77.2;153.3333333
MONTDOR;1376;281;205;2014;111.14432;NA;NA;NA;153
MULAN;1376;281;205;2014;191.10784;69.45663866;45.7;75.65;152.6666667
PAPAGENO;1376;281;205;2014;191.11001;71.65529412;40.7;77.3;152.6666667
RAINER;1376;281;205;2014;191.10863;69.12941176;47.85;76.6;153.6666667
ROSSO;1376;281;205;2014;195.10519;NA;NA;NA;NA
RUBISKO;1376;281;205;2014;191.11387;NA;NA;NA;152
RUNAL;1376;281;205;2014;111.1142;60.22605042;46.45;78.5;153
RUNAL;1376;281;205;2014;111.1142;NA;NA;NA;153
SAILOR;1376;281;205;2014;191.11175;76.10352941;47.15;75.05;153.3333333
SERTORI;1376;281;205;2014;221.10002;NA;NA;NA;152
SIALA;1376;281;205;2014;111.12753;58.44705882;43.8;77.9;151
SIMANO;1376;281;205;2014;111.13726;62.10268908;47.15;77;151
SIMANO;1376;281;205;2014;111.13726;NA;NA;NA;NA
SIMANO;1376;281;205;2014;111.13726;NA;NA;NA;151
SIMANO+MAGNO M;1376;281;205;2014;151.10188;53.90252101;44.25;75.55;151.6666667
SKORPION;1376;281;205;2014;191.11539;NA;NA;NA;NA
SURETTA;1376;281;205;2014;111.13248;56.13915966;42.15;76.45;152.3333333
SURETTA;1376;281;205;2014;111.13248;NA;NA;NA;152
SZD 375;1376;281;205;2014;191.11542;NA;NA;NA;NA
SZD 5201;1376;281;205;2014;191.1154;NA;NA;NA;NA
SZD 5203;1376;281;205;2014;191.11541;NA;NA;NA;NA
TORONIT;1376;281;205;2014;211.11158;NA;NA;NA;NA
VANILNOIR;1376;281;205;2014;111.14547;47.54890756;41.55;76.4;151.6666667
VANILNOIR;1376;281;205;2014;111.14547;NA;NA;NA;NA
VANILNOIR;1376;281;205;2014;111.14547;NA;NA;NA;153
ZEPPELIN;1376;281;205;2014;191.11296;66.81394958;45.4;76.6;152.3333333
ZINAL;1376;281;205;2014;194.10077;63.9594958;44.85;78.85;152.6666667
ZINAL;1376;281;205;2014;194.10077;NA;NA;NA;153
NA;1376;281;205;2014;111.14681;72.54756303;47.75;71.85;152.6666667
NA;1376;281;205;2014;111.14708;NA;NA;NA;NA
NA;1376;281;205;2014;111.15083;NA;NA;NA;NA
NA;1376;281;205;2014;111.15271;NA;NA;NA;NA
NA;1376;281;205;2014;211.13931;NA;NA;NA;NA
NA;1376;281;205;2014;111.1446;NA;NA;NA;154
NA;1376;281;205;2014;111.1447;NA;NA;NA;153
ARBOLA;1510;300;203;2000;192.1013;84.9;49;79.6;152
ARINA;1510;300;203;2000;111.1001;76.1;44.2;81.6;149
ASITA;1510;300;203;2000;191.10572;71.6;42.6;81.7;150.3
ASKETIS;1510;300;203;2000;191.105;91.7;49.8;79.5;146.7
ATAR;1510;300;203;2000;191.10573;80.2;49.8;82.6;149.7
CABESTAN;1510;300;203;2000;142.10072;89.1;45.9;74.5;145.7
DOMINO;1510;300;203;2000;142.10073;101.6;49.5;73.6;140
DRIFTER;1510;300;203;2000;191.10511;96.1;46.7;76.2;150.3
GALAXIE;1510;300;203;2000;191.10151;84.8;44.6;78.9;140.7
HE811-96;1510;300;203;2000;193.10008;85.9;42.7;78.7;149.3
POLLUX;1510;300;203;2000;191.10571;79;51;81.7;149.7
RUNAL;1510;300;203;2000;111.1142;77.2;48.1;79.7;145.7
SEMPER;1510;300;203;2000;191.10562;88.9;43.5;80.7;149
SKATER;1510;300;203;2000;191.10512;98.5;46.9;80.2;149.7
TAMARO;1510;300;203;2000;111.1083;73.5;51;82.6;148.3
NA;1510;300;203;2000;111.12267;81.7;38.6;77.4;149
NA;1510;300;203;2000;111.12325;72.4;41.5;79.4;148.3
NA;1510;300;203;2000;111.12382;82.5;50.8;80.1;148
NA;1510;300;203;2000;111.12479;85.8;38.8;78.3;145.7
NA;1510;300;203;2000;111.12542;82.1;46.5;83.6;149
NA;1510;300;203;2000;194.10044;91.1;43.5;78.3;140.3
NA;1510;300;203;2000;194.10077;87.4;44.4;82.2;142
NA;1510;300;203;2000;211.11225;72.6;39.8;83.1;144
NA;1510;300;203;2000;211.11266;82.1;42;80.4;143.7
NA;1510;300;203;2000;211.11762;81.4;35.6;82.5;142.7
ABR.53;1510;298;210;2001;191.10609;60;43.9;84.1;152.1
ARBOLA;1510;298;210;2001;192.1013;55.4;41.5;76.2;153.7
ARINA;1510;298;210;2001;111.1001;52.1;35.7;80.5;151
ASITA;1510;298;210;2001;191.10572;53.3;39.4;82.9;152
ASKETIS;1510;298;210;2001;191.105;79.6;48.5;80.3;149.4
ASP.78;1510;298;210;2001;191.10608;58.8;42;81;153
ATAR;1510;298;210;2001;191.10573;72.9;47.8;83.1;152
CARDOS;1510;298;210;2001;192.1018;68;48.1;76;151.3
DRIFTER;1510;298;210;2001;191.10511;61.4;42.4;75.2;154
GALAXIE;1510;298;210;2001;191.10151;61.9;41.7;78.3;144.7
LEVIS;1510;298;210;2001;111.11834;64.5;43.5;78.2;150.1
PEGASSOS;1510;298;210;2001;191.10452;69.2;44.8;78.7;150.6
POLLUX;1510;298;210;2001;191.10571;55.4;46.3;81.4;153
RUNAL;1510;298;210;2001;111.1142;61.6;44.2;79.6;149.9
TAMARO;1510;298;210;2001;111.1083;54.8;47.2;82.7;151.4
XX.144;1510;298;210;2001;191.1061;61.6;46.1;83.7;151.7
NA;1510;298;210;2001;111.12267;65;37.6;76.6;151.1
NA;1510;298;210;2001;111.12325;65.4;40.8;80.3;150.9
NA;1510;298;210;2001;111.12382;58;48.5;82;152.3
NA;1510;298;210;2001;111.12479;67.5;39.5;75.4;149.7
NA;1510;298;210;2001;111.12545;70.3;43.1;79.9;144.1
NA;1510;298;210;2001;111.12614;73.7;37.2;80.4;151.3
NA;1510;298;210;2001;194.10044;68.5;40.6;76.1;145.6
NA;1510;298;210;2001;194.10077;71.3;43.9;80.9;147.3
NA;1510;298;210;2001;211.11225;51.4;33.3;80.6;147.3
ALTOS;1510;295;205;2002;191.10657;83.1;44.4;80.4;155
ALTOS;1510;295;205;2002;191.10657;82.9;NA;NA;155
APACHE;1510;295;205;2002;191.10569;90;47.4;74.5;146.8
APACHE;1510;295;205;2002;191.10569;89.5;NA;NA;146.8
ARBOLA;1510;295;205;2002;192.1013;76.5;43.7;77.6;157.7
ARBOLA;1510;295;205;2002;192.1013;77.1;NA;NA;157.7
ARINA;1510;295;205;2002;111.1001;70.5;41.3;81;156
ARINA;1510;295;205;2002;111.1001;71.1;NA;NA;156
ARUS;1510;295;205;2002;191.10608;74;43.3;81.7;156
ARUS;1510;295;205;2002;191.10608;74;NA;NA;156
ASITA;1510;295;205;2002;191.10572;66.3;37.7;81;156.1
ASITA;1510;295;205;2002;191.10572;66.6;NA;NA;156.1
ASKETIS;1510;295;205;2002;191.105;93.7;45.5;77.5;153.4
ASKETIS;1510;295;205;2002;191.105;93.7;NA;NA;153.4
ASPIRANT;1510;295;205;2002;191.10664;75.5;43.1;79.1;159.8
ASPIRANT;1510;295;205;2002;191.10664;69.9;NA;NA;159.8
BILL;1510;295;205;2002;191.10671;89.1;41.5;77.2;156.8
BILL;1510;295;205;2002;191.10671;82;NA;NA;156.8
CARDOS;1510;295;205;2002;192.1018;84;44.2;74.5;153.6
CARDOS;1510;295;205;2002;192.1018;83.9;NA;NA;153.6
CHARGER;1510;295;205;2002;191.1067;87.1;39.1;74.4;153.5
CHARGER;1510;295;205;2002;191.1067;87.1;NA;NA;153.5
FD 98072;1510;295;205;2002;192.10223;86.4;37.3;72.5;155.4
FD 98072;1510;295;205;2002;192.10223;86.9;NA;NA;155.4
GALAXIE;1510;295;205;2002;191.10151;92.7;38.9;75.9;147.3
GALAXIE;1510;295;205;2002;191.10151;92;NA;NA;147.3
KORUND;1510;295;205;2002;191.10658;69.8;36.4;76.1;156.9
KORUND;1510;295;205;2002;191.10658;59.8;NA;NA;156.9
LEVIS;1510;295;205;2002;111.11834;85.9;45.2;79.2;153.7
LEVIS;1510;295;205;2002;111.11834;86.4;NA;NA;153.7
LUDWIG;1510;295;205;2002;192.10178;92;45.2;79.1;153.1
LUDWIG;1510;295;205;2002;192.10178;92.6;NA;NA;153.1
ORNICAR;1510;295;205;2002;191.10528;93.8;34.5;77.1;151.7
ORNICAR;1510;295;205;2002;191.10528;93.5;NA;NA;151.7
PEGASSOS;1510;295;205;2002;191.10452;92.9;45.9;78.8;152.8
PEGASSOS;1510;295;205;2002;191.10452;92.9;NA;NA;152.8
RUNAL;1510;295;205;2002;111.1142;73.1;42.5;77.6;152.9
RUNAL;1510;295;205;2002;111.1142;72.8;NA;NA;152.9
SARO;1510;295;205;2002;191.10609;74.2;45.5;78.5;156
SARO;1510;295;205;2002;191.10609;74.2;NA;NA;156
SEGOR;1510;295;205;2002;111.12325;76;47.4;78.2;154
SEGOR;1510;295;205;2002;111.12325;75.7;NA;NA;154
STRU971370;1510;295;205;2002;191.10593;91.1;43.9;78.6;155.4
STRU971370;1510;295;205;2002;191.10593;90.7;NA;NA;155.4
TAMARO;1510;295;205;2002;111.1083;77.1;47.6;81.7;154.2
TAMARO;1510;295;205;2002;111.1083;77.6;NA;NA;154.2
TIRONE;1510;295;205;2002;211.11225;73.3;38;81.3;152.2
TIRONE;1510;295;205;2002;211.11225;69.6;NA;NA;152.2
TITLIS;1510;295;205;2002;111.11706;82.2;50.3;80.1;154.5
TITLIS;1510;295;205;2002;111.11706;82.4;NA;NA;154.5
VERGAS;1510;295;205;2002;191.10648;92.5;42.2;80.1;156.5
VERGAS;1510;295;205;2002;191.10648;91.2;NA;NA;156.5
WIWA;1510;295;205;2002;191.1061;69.9;43.7;79.9;155.8
WIWA;1510;295;205;2002;191.1061;70;NA;NA;155.8
NA;1510;295;205;2002;111.12382;81.9;50.5;76.8;154
NA;1510;295;205;2002;111.12382;77.4;NA;NA;154
NA;1510;295;205;2002;111.12479;93.4;39.1;77;151.7
NA;1510;295;205;2002;111.12479;93.8;NA;NA;151.7
NA;1510;295;205;2002;111.12545;92.1;41.5;79.7;144.4
NA;1510;295;205;2002;111.12545;92.4;NA;NA;144.4
NA;1510;295;205;2002;111.12614;84.2;37.7;79.1;153.8
NA;1510;295;205;2002;111.12614;84.8;NA;NA;153.8
NA;1510;295;205;2002;111.12753;84.7;46.3;77.7;151
NA;1510;295;205;2002;111.12753;84.4;NA;NA;151
NA;1510;295;205;2002;111.12794;87.9;47.6;77.2;150.8
NA;1510;295;205;2002;111.12794;87.6;NA;NA;150.8
