Variety;PLZ;Sowingday;Harvestday;Harvestyear;No;Yielddtha;PMG_g;PHL_kg;Heading
191.11730;1040;283;199;2018;191.11729;63.80613421;45.66;84.65666667;142.3333333
APOSTEL;1040;283;199;2018;191.11622;96.28879835;44.64;80.99333333;144.3333333
ARNOLD (BLE);1040;283;199;2018;191.11177;76.47539046;43.8;86.40658537;140.5607143
ASSC.3685;1040;283;199;2018;191.11671;73.18028698;44.36;84.82333333;145.3333333
BARETTA;1040;283;199;2018;111.15126;79.69319749;43.8;81.8149962;142.921875
BARETTA;1040;283;199;2018;111.15126;84.00421819;49.7;81.16333333;143.1941488
BARRANCO;1040;283;199;2018;191.11699;93.50351755;47.07;82.23666667;146
BB 5543.12;1040;283;199;2018;191.11714;89.97223158;43.29;81.16333333;144
CH NARA;1040;283;199;2018;111.13197;70.3564169;40.7;84.32012448;141.5
CH NARA;1040;283;199;2018;111.13197;75.91240073;40.3;84.73569437;142
CH NARA;1040;283;199;2018;111.13197;74.41833206;40.5;85.19609097;142.5968254
CH NARA;1040;283;199;2018;111.13197;78.0043144;41.6;84.69898531;141.942623
CH NARA;1040;283;199;2018;111.13197;73.84805529;41.1;84.29214935;141.5
CH NARA;1040;283;199;2018;111.13197;75.74053804;41.3;83.50424359;141.7580645
CH NARA;1040;283;199;2018;111.13197;74.11513148;40.1;84.22703115;141
CH NARA;1040;283;199;2018;111.13197;73.64348098;40.1;84.16487677;141.7635659
CH NARA;1040;283;199;2018;111.13197;76.95918983;40.5;84.17155918;141.9745763
CH NARA;1040;283;199;2018;111.13197;74.34339105;41.6;85.54079491;142.9711538
CH NARA;1040;283;199;2018;111.13197;71.68262161;39.6;84.16157867;141.9609375
CH NARA;1040;283;199;2018;111.13197;75.93260941;39.6;84.45736508;142
CH NARA;1040;283;199;2018;111.13197;72.95322358;42;84.36;142.2404853
CH NARA;1040;283;199;2018;111.13197;68.77186135;39.9;84.67848676;142.0426439
CH NARA;1040;283;199;2018;111.13197;73.47173319;41.1;84.36588579;142.6666667
CH NARA;1040;283;199;2018;111.13197;73.31649237;41.74;83.92666667;142.3333333
COLMETTA;1040;283;199;2018;111.1447;82.87566208;50.1;82.01472372;142.2428571
COLMETTA;1040;283;199;2018;111.1447;83.41326502;46.9;80.86485241;142
COLMETTA;1040;283;199;2018;111.1447;89.47208335;48.3;80.8005389;141.7984127
COLMETTA;1040;283;199;2018;111.1447;89.84782214;47.8;81.79415218;143.0163934
COLMETTA;1040;283;199;2018;111.1447;93.90866121;48.2;81.09197121;141
COLMETTA;1040;283;199;2018;111.1447;92.22252609;51.8;80.65874815;142.5
COLMETTA;1040;283;199;2018;111.1447;84.27482042;49.3;81.46922517;142
COLMETTA;1040;283;199;2018;111.1447;89.48865991;47.6;80.40641778;142
COLMETTA;1040;283;199;2018;111.1447;92.54208909;47;81.2037516;142
COLMETTA;1040;283;199;2018;111.1447;89.30585856;47.7;81.62138653;141.9855769
COLMETTA;1040;283;199;2018;111.1447;84.16769451;45.8;81.24440693;142.6171875
COLMETTA;1040;283;199;2018;111.1447;84.84744409;43.7;80.44755578;142.5
COLMETTA;1040;283;199;2018;111.1447;86.12227342;49.3;82.15666667;141.9323348
COLMETTA;1040;283;199;2018;111.1447;87.46356225;47.3;82.18248582;143.0852878
COLMETTA;1040;283;199;2018;111.1447;88.51559661;49.3;80.99871154;141.3333333
COLMETTA;1040;283;199;2018;111.1447;86.03321064;50.53;81.58333333;141.6666667
HANSWIN;1040;283;199;2018;111.14158;63.46812001;44.7;84.56303208;140.6821429
HANSWIN;1040;283;199;2018;111.14158;82.19852315;44.8;85.68803577;140.5
HANSWIN;1040;283;199;2018;111.14158;78.77988429;47.4;86.09987514;141.8730159
HANSWIN;1040;283;199;2018;111.14158;77.5013304;45.3;85.65335781;140.4836066
HANSWIN;1040;283;199;2018;111.14158;78.33239394;46.7;85.10707687;140.5
HANSWIN;1040;283;199;2018;111.14158;79.91162924;47.5;84.60390446;140.8629032
HANSWIN;1040;283;199;2018;111.14158;75.71738902;44.1;85.01274253;140.5
HANSWIN;1040;283;199;2018;111.14158;78.58464445;46;84.79483405;140.8682171
HANSWIN;1040;283;199;2018;111.14158;74.24999081;44.5;84.99469678;141.4830508
HANSWIN;1040;283;199;2018;111.14158;77.36356102;45.9;85.886473;141.4855769
HANSWIN;1040;283;199;2018;111.14158;77.43314052;45.1;85.12118804;141.5
HANSWIN;1040;283;199;2018;111.14158;68.38272624;43;85.21220208;141.5
HANSWIN;1040;283;199;2018;111.14158;82.48464045;45.7;83.71666667;141.0093724
HANSWIN;1040;283;199;2018;111.14158;77.12277659;43.4;85.34167553;141.021322
HANSWIN;1040;283;199;2018;111.14158;78.22429569;46.3;85.40793268;140.6666667
HANSWIN+BARETTA M;1040;283;199;2018;151.10198;83.82234054;45.4;82.34501528;141.3333333
IZALCO CS;1040;283;199;2018;191.11675;79.72339295;42.3;84.35942101;136.6666667
KW 2099-13;1040;283;199;2018;191.11679;89.59118632;46.55;83.21;146
LW 07SW017-03;1040;283;199;2018;191.11691;101.4228615;41.91;81.39666667;140.6666667
MONTALBANO;1040;283;199;2018;111.15145;75.42723616;46.2;83.14375569;143.6821429
MONTALBANO;1040;283;199;2018;111.15145;77.22673015;47.6;82.9427119;143.5
MONTALBANO;1040;283;199;2018;111.15145;83.04695297;48.2;83.96776815;143.0746032
MONTALBANO;1040;283;199;2018;111.15145;78.29663632;48.3;83.44179572;142.7213115
MONTALBANO;1040;283;199;2018;111.15145;83.09894885;49.3;83.422255;142.5
MONTALBANO;1040;283;199;2018;111.15145;83.0191124;47.6;82.69666913;142.3790323
MONTALBANO;1040;283;199;2018;111.15145;80.55944538;45.1;83.06888263;141.5
MONTALBANO;1040;283;199;2018;111.15145;84.00059965;45.5;83.76381285;141.9341085
MONTALBANO;1040;283;199;2018;111.15145;84.78168875;44.4;83.23688921;143.0084746
MONTALBANO;1040;283;199;2018;111.15145;85.24422203;46.1;83.8084466;141.9927885
MONTALBANO;1040;283;199;2018;111.15145;80.51909001;45.2;83.45826997;144.0390625
MONTALBANO;1040;283;199;2018;111.15145;75.59820902;45.1;82.78560327;144
MONTALBANO;1040;283;199;2018;111.15145;72.52440587;48.3;84.19;142.7970043
MONTALBANO;1040;283;199;2018;111.15145;77.76042991;44.9;83.15056411;143.5174129
MONTALBANO;1040;283;199;2018;111.15145;80.2037294;47.6;83.60879711;142.3333333
MONTALBANO+BARETTA M;1040;283;199;2018;151.1021;85.24561089;45.4;82.448527;143.9927885
MONTALBANO+CH CAMEDO;1040;283;199;2018;151.10209;81.94470074;47.7;83.66702215;142.9855769
MONTALTO;1040;283;199;2018;111.14316;90.46976946;46.48;79.82;144.6666667
MOSCHUS;1040;283;199;2018;191.11706;92.07383494;44.57;83.91333333;146.6666667
NEMO (BL…);1040;283;199;2018;191.11434;90.50200758;44.6;81.47973498;142
PEAB.2976;1040;283;199;2018;191.1173;74.69090164;44.77;84.05666667;141.3333333
PESI.3011;1040;283;199;2018;191.1167;69.15291518;45.35;81.35;142.3333333
PONCIONE;1040;283;199;2018;111.15242;83.45672825;49.62;80.55333333;143.6666667
POSMEDA+BARETTA M;1040;283;199;2018;151.10211;89.1798342;46;82.49960406;142
POSMEDA+HANSWIN M;1040;283;199;2018;151.10212;84.58968829;47.7;84.97820692;141.5144231
RASICA;1040;283;199;2018;111.15473;85.18522122;39.7;84.96147398;142.3333333
ROSATCH;1040;283;199;2018;111.15185;75.93165931;41.7;85.12115917;144.5
SC 2611;1040;283;199;2018;191.11704;76.91074734;36.7;79.81666667;140
SEC 267-08-3;1040;283;199;2018;191.11701;86.16412959;44.03;81.64;147
SIMANO;1040;283;199;2018;111.13726;79.38123229;46.06;81.79333333;139
SN+;1040;283;199;2018;111.14758;87.86086762;50.56;83.40333333;143.3333333
SPONTAN;1040;283;199;2018;191.11364;91.33482811;41;82.8646667;142.3333333
STRU 120635S1;1040;283;199;2018;191.11708;100.8831159;42.19;81.26;144.3333333
SUPERBA #10;1040;283;199;2018;111.16492;73.2561465;40.2;80.8398574;141.5216346
SUPERBA #2;1040;283;199;2018;111.16491;72.6270199;37.8;79.78451759;141
SURH.5219-447;1040;283;199;2018;142.10138;94.66184282;43.5;81.12669317;143
SZD 3717K;1040;283;199;2018;191.11722;81.24637427;41.88;85.43;141.6666667
WIWA;1040;283;199;2018;191.1061;78.52402079;45.2;87.39329977;145.9392857
WIWA;1040;283;199;2018;191.1061;75.19102069;45.3;86.55854566;145.5
WIWA;1040;283;199;2018;191.1061;66.76768538;44;86.3153462;145.921875
WIWA;1040;283;199;2018;191.1061;70.48567872;44.2;86.30666667;145.9397801
NA;1040;283;199;2018;111.16291;77.78783228;38.9;82.62489373;146.5
NA;1040;283;199;2018;111.16292;67.14787817;39.9;79.61415646;144.9392857
NA;1040;283;199;2018;111.16293;72.34083431;36.9;83.24442415;144.9392857
NA;1040;283;199;2018;111.16294;87.15187881;40.1;81.25117095;143.2428571
NA;1040;283;199;2018;111.16295;63.61998254;38.9;81.87157171;141
NA;1040;283;199;2018;111.16296;63.57650312;46.8;81.91206405;141.1214286
NA;1040;283;199;2018;111.16297;77.91780399;46.4;83.289747;140.4392857
NA;1040;283;199;2018;111.16298;62.02064052;37.6;83.79362666;141.9392857
NA;1040;283;199;2018;111.16299;68.7178512;43;81.25983858;139.7571429
NA;1040;283;199;2018;111.163;74.951661;44.8;86.61180195;137.8785714
NA;1040;283;199;2018;111.16301;70.35372788;41.3;82.64198613;140.8178571
NA;1040;283;199;2018;111.16302;78.44801928;38.6;82.3114791;143.3785714
NA;1040;283;199;2018;111.16303;79.32052596;44.8;84.15016142;139.7571429
NA;1040;283;199;2018;111.16304;58.56818848;41.4;81.5444793;143.1821429
NA;1040;283;199;2018;111.16305;59.04350558;39.3;82.87297692;146.4392857
NA;1040;283;199;2018;111.16306;60.77122793;37.3;79.7120089;144.8785714
NA;1040;283;199;2018;111.16307;66.7293297;41.9;85.61822589;145.6821429
NA;1040;283;199;2018;111.16308;60.81945081;41.8;80.22653425;146.1214286
NA;1040;283;199;2018;111.16309;63.54739181;42.4;82.82733175;145.3785714
NA;1040;283;199;2018;111.1631;83.95922203;46.5;83.39434252;143
NA;1040;283;199;2018;111.16311;71.84012855;41.9;82.44355386;141.5
NA;1040;283;199;2018;111.16312;63.3149953;42.4;82.25564518;145.5
NA;1040;283;199;2018;111.16313;82.42866098;43.8;83.98624526;139.5
NA;1040;283;199;2018;111.16314;84.27364681;44.5;83.98708722;144
NA;1040;283;199;2018;111.16315;77.1737127;45.6;82.85089526;141
NA;1040;283;199;2018;111.16316;80.16427322;42.7;83.11993851;143.5
NA;1040;283;199;2018;111.16317;66.52140813;38.3;80.86375474;144
NA;1040;283;199;2018;111.16318;67.9591701;40.1;83.76055909;144
NA;1040;283;199;2018;111.16319;68.48544308;38.5;83.05660603;145.5
NA;1040;283;199;2018;111.1632;74.77156859;43;83.45200113;141.5
NA;1040;283;199;2018;111.16321;67.86807491;42.2;83.5223127;145
NA;1040;283;199;2018;111.16322;76.23286381;50.8;82.21485241;144
NA;1040;283;199;2018;111.16323;84.73406416;40.3;84.78442862;144
NA;1040;283;199;2018;111.16324;68.82748008;45.9;83.34925233;145.5
NA;1040;283;199;2018;111.16325;73.73264545;49.4;81.81711182;143
NA;1040;283;199;2018;111.16326;70.63871078;44.9;83.04791278;146
NA;1040;283;199;2018;111.16328;81.36828801;45.6;84.65109614;145
NA;1040;283;199;2018;111.16329;77.26927229;47.9;80.92640514;139
NA;1040;283;199;2018;111.1633;80.62169079;42.6;84.8621083;141.2761905
NA;1040;283;199;2018;111.16331;81.27006826;44.7;82.96633807;138.6492063
NA;1040;283;199;2018;111.16332;74.22618224;41;81.53340037;142.2761905
NA;1040;283;199;2018;111.16333;80.71864984;42.2;82.61327812;143.9031746
NA;1040;283;199;2018;111.16334;74.9859863;47.4;83.84996976;143.7761905
NA;1040;283;199;2018;111.16335;79.75597679;50.4;83.21129206;139.052381
NA;1040;283;199;2018;111.16336;62.81083844;38.3;80.7000013;140.9777778
NA;1040;283;199;2018;111.16337;85.64517533;46;83.89104496;143
NA;1040;283;199;2018;111.16338;70.17110478;38.9;82.57012225;143.9253968
NA;1040;283;199;2018;111.16339;84.66287829;40.3;81.67832412;146
NA;1040;283;199;2018;111.1634;76.949777;40.5;82.56801525;144.6269841
NA;1040;283;199;2018;111.16341;82.31124894;44.9;81.99050736;146.5746032
NA;1040;283;199;2018;111.16342;81.71977187;35.4;82.37386172;142.8206349
NA;1040;283;199;2018;111.16343;63.92497187;33.7;80.81958465;143.6269841
NA;1040;283;199;2018;111.16344;83.25880227;36.6;82.92172319;145.7984127
NA;1040;283;199;2018;111.16345;77.25098093;37.5;81.7615707;142.9777778
NA;1040;283;199;2018;111.16346;87.55507605;39.4;82.71881572;143.7238095
NA;1040;283;199;2018;111.16347;73.19257492;39.1;82.92933755;141.5746032
NA;1040;283;199;2018;111.16348;82.59457878;42;80.9271083;142.7984127
NA;1040;283;199;2018;111.16349;77.30796624;41.8;83.86167718;145.2015873
NA;1040;283;199;2018;111.1635;82.99615085;36.5;83.7176459;144.5968254
NA;1040;283;199;2018;111.16351;76.09323028;38.8;83.09064084;146.295082
NA;1040;283;199;2018;111.16352;68.42367002;39.3;82.34898531;148.2213115
NA;1040;283;199;2018;111.16353;69.19816393;38.1;84.89359147;144.647541
NA;1040;283;199;2018;111.16354;84.31316942;38.5;81.52037381;146.0901639
NA;1040;283;199;2018;111.16355;82.9118275;36;84.23951269;144.9098361
NA;1040;283;199;2018;111.16356;63.70758301;39.6;79.89497997;145.295082
NA;1040;283;199;2018;111.16357;92.28921006;43.7;80.89425235;145.647541
NA;1040;283;199;2018;111.16358;71.94648721;38.6;81.60309747;142.204918
NA;1040;283;199;2018;111.16359;73.64305187;37.1;81.28726969;146.4262295
NA;1040;283;199;2018;111.1636;67.87101532;40.5;85.18425235;142.4262295
NA;1040;283;199;2018;111.16361;70.20418655;45.4;85.67309078;140.2786885
NA;1040;283;199;2018;111.16362;83.61174739;43.6;83.24276369;142.147541
NA;1040;283;199;2018;111.16363;81.97094003;48.6;82.50540722;135.5737705
NA;1040;283;199;2018;111.16364;73.44920079;51.9;84.00276369;141.8688525
NA;1040;283;199;2018;111.16365;72.66599982;40.1;83.44491322;141.6311475
NA;1040;283;199;2018;111.16366;64.3587766;40.7;83.81859147;138.9262295
NA;1040;283;199;2018;111.16367;80.55326311;38.4;81.24186916;139.204918
NA;1040;283;199;2018;111.16368;83.27281448;42.8;83.40269694;143.9836066
NA;1040;283;199;2018;111.16369;85.2789874;40;82.11849131;140
NA;1040;283;199;2018;111.1637;73.83944957;49.8;82.91040722;139.352459
NA;1040;283;199;2018;111.16371;76.5003053;44.1;83.68875834;141.204918
NA;1040;283;199;2018;111.16372;64.43285859;45;82.08609177;143.5
NA;1040;283;199;2018;111.16373;72.64823949;40.5;81.81637352;142
NA;1040;283;199;2018;111.16374;74.82746403;40;82.06091364;142
NA;1040;283;199;2018;111.16375;76.38506094;37.6;82.74668946;141.5
NA;1040;283;199;2018;111.16376;86.673035;43.1;80.8577108;144.5
NA;1040;283;199;2018;111.16378;80.23946598;34.6;82.93609177;144.5
NA;1040;283;199;2018;111.16379;81.39988659;46.1;82.30492854;138.5
NA;1040;283;199;2018;111.1638;76.28965354;40.5;82.52869589;143.5
NA;1040;283;199;2018;111.16381;77.38685676;40.2;83.63535218;143
NA;1040;283;199;2018;111.16382;69.02259679;40.1;82.39552623;143
NA;1040;283;199;2018;111.16383;82.65270978;39.2;81.22633728;143.5
NA;1040;283;199;2018;111.16385;80.92725205;44.8;81.64830849;139.5
NA;1040;283;199;2018;111.16386;80.03336622;34.3;83.68651542;143.5
NA;1040;283;199;2018;111.16387;77.81393136;44.4;81.85735861;142
NA;1040;283;199;2018;111.16388;84.10073057;40.8;83.9667257;141.5
NA;1040;283;199;2018;111.16389;82.22875408;35.8;82.10950796;142.5
NA;1040;283;199;2018;111.1639;77.43704479;42.2;83.20094988;141
NA;1040;283;199;2018;111.16391;80.3762961;40.8;83.67253675;140.5
NA;1040;283;199;2018;111.16392;73.39960724;45.6;81.88317068;142.5
NA;1040;283;199;2018;111.16393;76.4173446;44.6;81.35788894;141.5
NA;1040;283;199;2018;111.16394;88.63719153;41.8;83.19887403;143.5
NA;1040;283;199;2018;111.16395;85.92076623;41.1;82.56043794;144.5
NA;1040;283;199;2018;111.16396;78.27913084;46.2;82.2200649;137.2580645
NA;1040;283;199;2018;111.16397;76.92409682;38.7;81.9180389;142.1209677
NA;1040;283;199;2018;111.16398;67.98747506;41;80.52680771;141.2419355
NA;1040;283;199;2018;111.16399;85.5061623;37.6;82.05692718;139.3185484
NA;1040;283;199;2018;111.164;88.2279001;41.7;80.84154381;143.0604839
NA;1040;283;199;2018;111.16401;59.17918174;44.1;76.14353142;142.4395161
NA;1040;283;199;2018;111.16402;69.78328901;45.4;79.6223813;137.6975806
NA;1040;283;199;2018;111.16403;79.87325993;50.2;82.22160423;143.0604839
NA;1040;283;199;2018;111.16404;73.33300184;47.9;82.73928783;144.6209677
NA;1040;283;199;2018;111.16405;90.1753924;46.6;80.67299174;142.5
NA;1040;283;199;2018;111.16406;76.1975388;48.5;78.70569151;143.6975806
NA;1040;283;199;2018;111.16407;77.34006199;49.8;79.13730022;139.5604839
NA;1040;283;199;2018;111.16408;77.10571074;47.8;77.58143467;139
NA;1040;283;199;2018;111.16409;71.37927315;43.4;78.25968153;140.5
NA;1040;283;199;2018;111.1641;74.4209084;46.9;78.93375107;138.4395161
NA;1040;283;199;2018;111.16411;85.1520255;45.1;80.9110513;141.7419355
NA;1040;283;199;2018;111.16412;81.76460306;42.8;80.61089206;140.7419355
NA;1040;283;199;2018;111.16413;88.62029441;43.6;82.78337511;142.2580645
NA;1040;283;199;2018;111.16414;77.89516719;43.1;82.34997934;141.3790323
NA;1040;283;199;2018;111.16415;80.7166195;37.8;82.28466087;143.8629032
NA;1040;283;199;2018;111.16416;80.43925111;48.3;79.85373537;143
NA;1040;283;199;2018;111.16417;71.80414626;41;83.27227664;138.5
NA;1040;283;199;2018;111.16418;76.51553034;39.5;84.440794;139
NA;1040;283;199;2018;111.16419;82.71240753;38.5;78.49168861;140
NA;1040;283;199;2018;111.1642;66.29330635;42.7;81.5928467;140
NA;1040;283;199;2018;111.16421;69.53124065;44.5;77.28247905;139
NA;1040;283;199;2018;111.16422;80.43287323;41.4;73.97028503;144.5
NA;1040;283;199;2018;111.16423;76.47381093;35.5;79.99739999;138.5
NA;1040;283;199;2018;111.16424;66.04917657;33.8;80.58698924;142
NA;1040;283;199;2018;111.16425;78.44774482;46;79.2287413;144
NA;1040;283;199;2018;111.16426;80.25202986;42.6;76.06764429;145.5
NA;1040;283;199;2018;111.16427;72.74801271;33;79.78544552;142
NA;1040;283;199;2018;111.16428;70.22689085;40;79.48508262;141
NA;1040;283;199;2018;111.16429;83.21414088;46.1;81.85630298;141
NA;1040;283;199;2018;111.1643;82.02828686;42.4;83.25678684;144
NA;1040;283;199;2018;111.16431;65.78114205;43;82.2459964;142.5
NA;1040;283;199;2018;111.16432;77.43422698;42.1;78.10459282;144.5
NA;1040;283;199;2018;111.16433;75.23222825;39.2;78.07925028;143
NA;1040;283;199;2018;111.16434;69.59276816;36.9;78.34093533;142
NA;1040;283;199;2018;111.16435;83.47723846;37.6;81.70445268;145
NA;1040;283;199;2018;111.16436;79.25651104;34.7;73.88339283;143.5
NA;1040;283;199;2018;111.16437;79.4807073;40.9;81.12727916;142.5658915
NA;1040;283;199;2018;111.16438;76.46474007;39.8;81.54342241;145.0658915
NA;1040;283;199;2018;111.16439;84.21600261;42.7;78.78683868;145.4341085
NA;1040;283;199;2018;111.1644;84.29595256;37.9;81.48227185;145.1976744
NA;1040;283;199;2018;111.16441;88.38124951;37.7;79.49050635;144.5658915
NA;1040;283;199;2018;111.16442;89.02604632;36.1;80.59399343;145.1976744
NA;1040;283;199;2018;111.16443;76.32204386;38.8;81.22745243;141.9612403
NA;1040;283;199;2018;111.16444;76.97160434;41.4;83.53222912;148.8023256
NA;1040;283;199;2018;111.16445;73.80939105;33.4;78.47985482;143.2635659
NA;1040;283;199;2018;111.16446;89.08123141;45.2;79.83656296;144.5
NA;1040;283;199;2018;111.16447;80.08174826;40.8;76.75493532;145.4341085
NA;1040;283;199;2018;111.16448;84.70346982;40.2;79.13896535;141.3023256
NA;1040;283;199;2018;111.16449;83.5803186;44.6;84.5268814;140.3294574
NA;1040;283;199;2018;111.1645;76.06235487;38.8;80.96961688;140.6046512
NA;1040;283;199;2018;111.16451;74.7094869;41.6;79.49928379;139.1317829
NA;1040;283;199;2018;111.16452;73.53468194;38.4;82.56740971;142.0658915
NA;1040;283;199;2018;111.16453;71.58745698;44.4;83.20793069;141.3682171
NA;1040;283;199;2018;111.16454;76.50084717;40.6;83.69532576;141.8023256
NA;1040;283;199;2018;111.16455;73.72439584;39;82.01810396;140.2364341
NA;1040;283;199;2018;111.16456;69.11208062;41.9;80.14152024;140.6046512
NA;1040;283;199;2018;111.16457;57.95251811;38;79.47967424;142
NA;1040;283;199;2018;111.16458;70.66905385;42.4;80.9704758;143
NA;1040;283;199;2018;111.16459;76.66963077;44.9;80.8981376;144.9576271
NA;1040;283;199;2018;111.1646;67.5927912;38.4;79.11992712;141.0254237
NA;1040;283;199;2018;111.16461;88.81119068;40.4;83.48270788;145.0169492
NA;1040;283;199;2018;111.16462;68.73009304;39.2;79.135614;145
NA;1040;283;199;2018;111.16463;81.9402544;45.8;83.21015218;144.0254237
NA;1040;283;199;2018;111.16464;68.66098622;36.9;81.80957027;141.5084746
NA;1040;283;199;2018;111.16465;63.06530175;37.9;82.07665773;142.0084746
NA;1040;283;199;2018;111.16466;59.97045231;41.9;81.69652594;143.5084746
NA;1040;283;199;2018;111.16467;76.74648748;39.4;82.64583906;145.5
NA;1040;283;199;2018;111.16468;73.52395409;39.5;84.4761487;142.4915254
NA;1040;283;199;2018;111.16469;83.32442271;41.2;83.78306472;146.0254237
NA;1040;283;199;2018;111.1647;86.27006039;42.5;80.57842157;143.4745763
NA;1040;283;199;2018;111.16471;74.33648645;35.9;84.11338834;144
NA;1040;283;199;2018;111.16472;77.45473067;43.7;80.93525073;144
NA;1040;283;199;2018;111.16473;72.75314911;41.9;82.49864663;144.9745763
NA;1040;283;199;2018;111.16474;78.07355462;40;82.85964315;145.0084746
NA;1040;283;199;2018;111.16476;84.75228148;44.2;80.42033003;143.9830508
NA;1040;283;199;2018;111.16477;84.83900165;43.2;82.43120233;144.0338983
NA;1040;283;199;2018;111.16478;78.63101171;41.9;84.00143267;142.0084746
NA;1040;283;199;2018;111.16479;71.81701853;37.5;82.21496677;145.9830508
NA;1040;283;199;2018;111.1648;88.1266002;43.5;79.72945843;145.0288462
NA;1040;283;199;2018;111.16481;79.5098756;36.4;81.5497679;147.5504808
NA;1040;283;199;2018;111.16482;83.23701912;43.4;81.06602852;145.5072115
NA;1040;283;199;2018;111.16483;72.71453362;36.6;79.41000758;140.5288462
NA;1040;283;199;2018;111.16484;69.19170232;36.6;79.41669599;140.0072115
NA;1040;283;199;2018;111.16485;85.06932935;41.9;80.72187197;141.9783654
NA;1040;283;199;2018;111.16486;90.01474957;42.3;83.26329643;144.9855769
NA;1040;283;199;2018;111.16489;58.30831115;48;81.46678246;142.0072115
NA;1040;283;199;2018;111.1649;73.14880747;43.1;81.98539594;142.9783654
NA;1040;283;199;2018;111.16272;83.93126789;44.6;82.36789745;142.9927885
NA;1040;283;199;2018;111.16266;74.09142192;45.9;78.56594509;138.9783654
NA;1040;283;199;2018;211.14287;75.66596854;42.1;87.1657054;138
NA;1040;283;199;2018;211.14291;75.42065756;43.6;85.2667855;138.4783654
NA;1040;283;199;2018;211.14293;77.98418138;44.7;84.90193568;138.9855769
NA;1040;283;199;2018;111.16163;69.93864802;51.7;82.5725895;144.0432692
NA;1040;283;199;2018;111.15968;68.20697094;37.8;82.83861712;142.578125
NA;1040;283;199;2018;111.16155;75.42157573;39.3;85.40078886;141.921875
NA;1040;283;199;2018;111.16158;69.57084785;40;83.01638954;142.578125
NA;1040;283;199;2018;111.16159;68.52161404;40.8;84.81797106;142.421875
NA;1040;283;199;2018;111.16161;82.02755931;45.1;83.60687758;146.078125
NA;1040;283;199;2018;111.16174;68.40304099;43.3;82.37975598;143.921875
NA;1040;283;199;2018;111.16175;79.43932324;39.5;84.41420639;139.3828125
NA;1040;283;199;2018;111.16177;81.41099655;39.2;82.31356128;144.921875
NA;1040;283;199;2018;111.16178;63.10197709;48.3;80.90955543;137.5390625
NA;1040;283;199;2018;111.16184;75.17427186;43.1;83.64697881;141.3828125
NA;1040;283;199;2018;211.14206;58.33322024;37.9;83.90757378;137.421875
NA;1040;283;199;2018;211.14216;71.14505592;40.7;84.10886019;141.0390625
NA;1040;283;199;2018;111.1619;78.78238772;39.7;84.37608777;143.5390625
NA;1040;283;199;2018;111.16191;80.42417283;38.1;83.52079932;141.578125
NA;1040;283;199;2018;111.16194;72.81698974;39.4;79.85336359;141.9609375
NA;1040;283;199;2018;111.16196;81.58972416;39.1;80.75138859;143.8828125
NA;1040;283;199;2018;111.16198;81.07903157;43.1;81.73559877;139.1953125
NA;1040;283;199;2018;111.16205;66.98708332;42.6;84.58806943;142.15625
NA;1040;283;199;2018;111.16207;75.69105779;36.8;83.51277052;143.5390625
NA;1040;283;199;2018;111.16208;75.66043413;45.1;81.60158595;146.5
NA;1040;283;199;2018;111.16084;86.47538504;40.6;83.58411131;149
NA;1040;283;199;2018;111.16219;83.82210957;38.9;82.79375761;142
NA;1040;283;199;2018;111.16224;80.41149682;40.9;84.02041256;142
NA;1040;283;199;2018;111.16227;74.02476688;41.5;84.66458001;143
NA;1040;283;199;2018;111.16229;77.47528714;35.5;81.53846476;145.5
NA;1040;283;199;2018;111.16232;86.88760797;40.1;83.97827405;147
NA;1040;283;199;2018;111.16241;68.88103347;37.7;81.97524957;144
NA;1040;283;199;2018;111.16242;80.64855115;42.1;83.99749493;144
NA;1040;283;199;2018;111.16243;75.45926686;40.6;85.12447316;144
NA;1040;283;199;2018;111.16246;74.20882933;44.7;83.81522656;141.5
NA;1040;283;199;2018;111.16257;77.76009722;45.3;82.59369404;145
NA;1040;283;199;2018;111.16259;85.47376551;37.3;82.3539206;141.5
NA;1040;283;199;2018;111.16267;79.07902044;43.5;83.64077912;141
NA;1040;283;199;2018;111.16269;73.32834285;41.1;83.14314148;141.5
NA;1040;283;199;2018;111.16274;74.87809547;40.5;81.72811106;140.5
NA;1040;283;199;2018;111.16277;77.16324132;43.3;82.07867104;144
NA;1040;283;199;2018;111.16281;69.54970327;39.3;83.15171852;141.5
NA;1040;283;199;2018;111.16284;78.64291701;40.7;81.02466386;140.5
NA;1040;283;199;2018;111.16285;73.05684541;40.3;82.82931016;145.5
NA;1040;283;199;2018;111.16288;81.80120712;46.7;79.04463344;142
NA;1040;283;199;2018;111.15967;65.79817623;48.8;86.09666667;140.7294705
NA;1040;283;199;2018;111.15974;77.93274571;51;81.98666667;142.4140936
NA;1040;283;199;2018;111.15984;77.61057956;50.3;81.99333333;144.9323348
NA;1040;283;199;2018;111.1599;76.71063374;52.8;80.91666667;141.6440678
NA;1040;283;199;2018;111.15991;74.58361277;43.8;85.18333333;144.2675951
NA;1040;283;199;2018;111.15993;69.8746944;48.7;82.91333333;140.9492839
NA;1040;283;199;2018;111.16002;85.04885008;50;84.48;141.3257566
NA;1040;283;199;2018;111.16008;80.89902579;48.1;83.29333333;140.0338983
NA;1040;283;199;2018;111.16027;81.75865361;47.3;83.86333333;140.3052161
NA;1040;283;199;2018;111.16041;82.83282143;46.6;81.49666667;141.4197434
